neg_proba,pos_proba,Tweet,sentiment,created_at
0.98143965,0.01856036,الناس ما بتعرف انه تعداد سكان الهند بليون و ثلاثمئة و ستين مليون نسمة   ففعليا شبه مستحيل انتاج كميات كافية من اللقاح بوقت سريع,very negative,2021-04-29 13:36:38
0.79019403,0.20980603,ليش ما يكون بين المقترحات التحفيزية للحصول على اللقاح بنودا لا تحمل التضييق    مثل خصم    على مشتريات المؤسسات الم,very negative,2021-04-29 12:56:42
0.9909553,0.00904468,اللقاح هو الحل للي احنا فيه  سجل وخوذ اللقاح او رح نضل عايشين بالقرف هذا,very negative,2021-04-29 11:39:41
0.5398731,0.4601269,كل الدنيا بتقلك اللقاحات هي الطريق للخروج من الازمة  واي مخاطر تم اثبات انها قليلة  وانت يا بني ادم قاعد بتجاكر بال,neutral or mixed,2021-04-29 11:01:44
0.39973122,0.6002688,اجمع مختصون وخبراء في الشان العم الي والاقتصادي على ان الاجراءات والتوصيات  التحفيزية  التي اعلن عنها المركز الوطني,positive,2021-04-29 10:45:57
0.8048339,0.19516608,"البلبيسي  اللقاح لن يكون اجباريا ويتوقع موجة ثالثة لكورونا

التفاصيل                         

 الاردن 
 عمان نت 
 اللقاح",very negative,2021-04-29 10:45:25
0.6155889,0.3844111,"فيما ي عالج في مراكز واقسام كورونا في المستشفيات في الضفة الغربية    مريضا  

وفيما يخص المواطنين الذين تلقوا الط",negative,2021-04-29 10:37:35
0.32417157,0.6758284000000001,اوضح بايدن ان اكثر من   مليون اميركي تلقوا اللقاح ضد فيروس كورونا خلال ال  يوم من رئاسته,positive,2021-04-29 10:31:18
0.80138236,0.19861756,انا مع انو يكون اللقاح اجباري  وكلامي هذا لهدف اسمى وهو انو بشهر سبعة نرجع لحياتنا الطبيعية وتفتح الدنيا ونقدر نعيش,very negative,2021-04-29 10:02:33
0.976305,0.023694964,"عدد السكان   مليون تقريبا   
      من الشعب الاردني اذا مش اكثر انصابو اصلا  بالفيروس  والباقي عم بتلقو اللقاح",very negative,2021-04-29 10:02:32
0.95085937,0.04914059,"بالزبط هاد البحكي فيه مابصير يجبروا الناس بهالطريقه الهمجيه واللي ومابياخده بيكون بسجن
يعني بنهوا",very negative,2021-04-29 09:59:25
0.79120255,0.20879743,انا كنت افكر زيك بس مش بالضرورة اللي بصير في الهند يصير عنا  الامور فالتة عندهم كانت وما قدرو يعملو ك,very negative,2021-04-29 09:51:26
0.7222935,0.27770656,اذا الجماعة لسا ناويين ومصرين على ما يبدو انهم يفتحو البلد بشهر سبعة  صيف امن  وبكل ثقة بقولو في مطاعم كافية لهذا ا,very negative,2021-04-29 09:48:00
0.9108354,0.089164615,الحدث  مسؤول صحي  لبناني  عملية توزيع اللقاح ستكون معركة شاقة,very negative,2021-04-29 09:23:17
0.8480766,0.15192345,طلع ما عندها مشكلة من اللقاح    عندها مرض مناعة ذاتية,very negative,2021-04-29 08:59:40
0.915473,0.08452701,توزيع اللقاح معركة شاقة في لبنان,very negative,2021-04-29 08:49:48
0.31397040000000004,0.6860295999999999,مليون اميركي تلقوا اللقاح في مائة يوم,positive,2021-04-29 08:49:12
0.8125185,0.1874815,"مليون اميركي تلقوا اللقاح في مائة يوم
 اميركا  خبرني",very negative,2021-04-29 08:15:39
0.9240556000000001,0.07594444,"توزيع اللقاح معركة شاقة في لبنان
 خبرني",very negative,2021-04-29 08:08:45
0.8475171,0.15248288,يا ايها الهنود اناديكم لكي تنقذوا انفسكم   ما عليكم الا اخذ اللقاح الطبيعي الذي يخرجكم من الفيروس ويخرج العالم باسر,very negative,2021-04-29 07:15:10
0.98648876,0.013511307,حاربتوا الشعب بمصدر رزقه مقابل المطعوم ممكن نتقب لها    بس انه ما يكون في خطة معتمدة لانجاح عملية اعطاء اللقاحات لملايين م,very negative,2021-04-29 06:50:25
0.9796754000000001,0.020324618,"استياء من تخلف اكثر من   الف مواطن عن تلقي اللقاح   الوكيل الاخباري                         
 الوكيل الاخباري",very negative,2021-04-29 06:41:50
0.9714334000000001,0.028566634,عاجل استياء من تخلف اكثر من   الف مواطن عن تلقي اللقاح   الوكيل الاخباري,very negative,2021-04-29 06:02:43
0.9131870999999999,0.08681291,بالسلامة ا احمد ادعوك للتفاؤل    انا عملت الفحص   مرات واخذت اللقاح منتصف مارس الجرعة الثانية والان مصاب,very negative,2021-04-29 05:24:13
0.7515989000000001,0.24840109999999999,طيب انت كطبيب عملت دراسه خاصه فيك او حاولت تعرف بنفسك مكونات اللقاح ولا بس مجرد ناقل من مواقع طبيه  سهر,very negative,2021-04-29 04:49:37
0.67313606,0.3268639,ذنب اي حد مانامش في رقبة البنت واي حد اترعب في رقبة البنت طب وهو ايه الجديد اللي قالته البنت عن اي حاجه بتتقال يومي,negative,2021-04-29 02:03:18
0.94527906,0.05472087,"توصيات لجنة الاوبئة غير دستورية وغير انسانية 

انا عندي اجسام مضادة بنسبة   

يعني اكثر من ناس اخذت اللقاح 

على اي اسا",very negative,2021-04-29 02:00:34
0.8982549000000001,0.10174513,لا طبعا  الصين غير مسيطرة   فحص بالمطارات التزام بالكمامة   نسبة لقاح اعلى فيش مقارنة,very negative,2021-04-30 23:41:45
0.9613569,0.03864307,هل تكفي جرعة لقاح واحدة لتحصين المتعافين من  كورونا,very negative,2021-04-30 22:31:39
0.16048169,0.8395183,منظمة الصحة العالمية تمنح لقاح موديرنا ترخيص الاستخدام الطارئ,very positive,2021-04-30 21:57:36
0.2767112,0.7232888000000001,استرازينيكا  قدمنا   مليون جرعة لقاح ضد كورونا في الربع الاول من,very positive,2021-04-30 21:51:14
0.60298836,0.39701164,"منظمة الصحة العالمية تمنح لقاح موديرنا ترخيص الاستخدام الطارئ
 صحيفة الراي  الاردن  الصحة العالمية  عاجل",negative,2021-04-30 21:40:38
0.62846816,0.37153179999999997,البلبيسي   الاجسام المضادة ليس هي المناعة الوحيدة التي يكونها لقاح كورونا,negative,2021-04-30 19:56:07
0.6928388000000001,0.3071612,"فايزر تسعى ترخيص استخدام لقاح كورونا على الاطفال
                       

 الاردن
 جريدة الدستور الاردنية",negative,2021-04-30 17:40:23
0.5564135,0.44358653,"فايزر تتجه لترخيص لقاح كورونا للاطفال
                       

 السوسنة",negative,2021-04-30 17:16:27
0.6721015,0.32789844,"فايزر تسعى ترخيص استخدام لقاح كورونا على الاطفال
 رؤيا الاخباري  فايزر  لقاح كورونا  الاطفال  عاجل",negative,2021-04-30 17:08:13
0.6721015,0.32789844,"فايزر تسعى ترخيص استخدام لقاح كورونا على الاطفال
 رؤيا الاخباري  فايزر  لقاح كورونا  الاطفال  عاجل",negative,2021-04-30 17:05:43
0.6721015,0.32789844,"فايزر تسعى ترخيص استخدام لقاح كورونا على الاطفال
 رؤيا الاخباري  فايزر  لقاح كورونا  الاطفال  عاجل",negative,2021-04-30 17:05:19
0.17950776,0.82049227,فايزر تتجه لترخيص لقاح كورونا للاطفال,very positive,2021-04-30 16:56:07
0.29618755,0.7038124,"عاجل   البلبيسي لرؤيا  الاجسام المضادة ليس هي المناعة الوحيدة التي يكونها لقاح كورونا   فيديو
 رؤيا الاخباري",very positive,2021-04-30 16:14:28
0.4259045999999999,0.5740954,"عاجل فايزر نحو ترخيص لقاح كورونا على الاطفال 
                       
 صحيفة الراي",positive,2021-04-30 16:09:05
0.9754377000000001,0.024562364,دكتور شو رايك بقرار السعوديه عدم السماح لمتلقي لقاح سينوفارم من دخول اراضيها والسماح لمتلقي استرازينيكا وفايزر,very negative,2021-04-30 16:05:23
0.2435755,0.7564244000000001,"روسيا تنتج اول دفعة من لقاح كوفيد للحيوانات 
                       
 صحيفة الراي",very positive,2021-04-30 16:01:04
0.018219197,0.98178077,الحدث  الصحة تستلم   الف جرعة من لقاح سبوتنيك مقدمة من الشيشان,very positive,2021-04-30 15:17:36
0.29377702,0.70622295,اخر مستجدات لقاح كورونا مع الدكتور محمد حسن الطراونه ضمن برنامج قهوة الص,very positive,2021-04-30 14:57:11
0.9613569,0.03864307,هل تكفي جرعة لقاح واحدة لتحصين المتعافين من  كورونا,very negative,2021-04-30 14:47:03
0.24832402,0.751676,"الصحة  تسلمنا   الف جرعة من لقاح سبوتنيك من الشيشاني
 كورونا  عاجل",very positive,2021-04-30 14:29:12
0.8468924000000001,0.15310755,ستة اسئلة حول التحديات التي تؤخر عملية تلقيح سكان الكرة الارضية  رغم توافر التكنولوجيا والمعرفة العلمية والبنية الص,very negative,2021-04-30 14:23:05
0.42040396,0.57959604,"استرازينيكا ضاعفت ارباحها الصافية في الربع الاول ومبيعات لقاحها بلغت   مليون دولار
 الاردن  كورونا  لقاح كورونا",positive,2021-04-30 13:44:36
0.42040396,0.57959604,"استرازينيكا ضاعفت ارباحها الصافية في الربع الاول ومبيعات لقاحها بلغت   مليون دولار
 الاردن  كورونا  لقاح كورونا",positive,2021-04-30 13:43:27
0.6305346,0.36946547,عاجل الصحة توضح حول اعراض تلقي لقاح كورونا للمصابين بالفيروس,negative,2021-04-30 12:38:38
0.85264385,0.14735614,"الصحة توضح حول اعراض تلقي لقاح كورونا للمصابين بالفيروس
                       

 الاردن
 جريدة الدستور الاردنية",very negative,2021-04-30 12:30:20
0.5584697,0.44153026,الصحة توضح حول اعراض تلقي لقاح كورونا للمصابين بالفيروس,negative,2021-04-30 12:20:06
0.9220305,0.07796942400000001,احنا عندنا في الوقاية لقاح استرازينيكا ولقاح صيني سينوفارم,very negative,2021-04-30 10:53:14
0.8982994000000001,0.10170065,سؤال استاذ عبد العزيز ماهو نوع لقاح لي عملته,very negative,2021-04-30 10:33:46
0.64231086,0.35768917,"عندما تستمع لصوت العقل وتقتنع بان الوباء قاتل ولا يف رق بين السيد والعامي  
اخذك للقاح هو امر جيد وسيشجع اتباعك ايض",negative,2021-04-30 09:49:52
0.12252417,0.87747586,نحو   الف شخص تلقوا الجرعة الاولى من لقاح كورونا,very positive,2021-04-30 06:40:03
0.35220826,0.64779174,باحثون  جرعة لقاح واحدة قد تكفي لتحصين المتعافين من كورونا,positive,2021-04-30 02:28:13
0.8131632,0.18683678,"خبر زائف  وغير مدعم بالحقائق الصحي ة المثبتة حول وفاة متلقي لقاح  كورونا في الخريف 
اقرا تحقق  مسبار",very negative,2021-04-29 23:15:19
0.8131632,0.18683678,"خبر زائف  وغير مدعم بالحقائق الصحي ة المثبتة حول وفاة متلقي لقاح  كورونا في الخريف 
اقرا تحقق  مسبار",very negative,2021-04-29 23:00:24
0.6617827,0.33821726,"نحو   الف شخص تلقوا الجرعة الاولى من لقاح كورونا

 اخبار الاردن  الاردن  عمان",negative,2021-04-29 22:29:54
0.56751174,0.43248823,حالة اصابة جديدة بالجلطات في بريطانيا بعد لقاح  استرا زينيكا,negative,2021-04-29 22:25:21
0.73418856,0.26581140000000003,"لا مش هيك  بس في ناس ممكن تحتاج جرعة ثالثة لحماية كاملة و اعلى و غالبا لدى كبار السن
لكن هو لقاح جيد و فعال",very negative,2021-04-29 22:16:43
0.51470715,0.48529282,موديرنا ستوظف استثمارات لانتاج   مليارات جرعة من لقاح كورونا في,neutral or mixed,2021-04-29 20:49:39
0.05284499,0.947155,خلية الازمة    شخصا تلقوا الجرعة الاولى من لقاح كورونا,very positive,2021-04-29 20:48:03
0.8685721,0.13142788,عاجل بريطانيا     حالة اصابة جديدة بجلطات دموية بعد تلقي لقاح استرازينيكا,very negative,2021-04-29 20:28:48
0.15745191,0.8425481,"تلقي نحو   الف شخص الجرعة الاولى من لقاح  كورونا في الاردن
 الاردن اليوم  الاردن",very positive,2021-04-29 20:24:58
0.35520324,0.6447968000000001,الفا  و  شخصا  تلقوا الجرعة الاولى من لقاح كورونا في الاردن                          عاجل,positive,2021-04-29 20:17:05
0.8685721,0.13142788,عاجل بريطانيا     حالة اصابة جديدة بجلطات دموية بعد تلقي لقاح استرازينيكا,very negative,2021-04-29 20:04:27
0.8736344000000001,0.12636562,نسبة التجلطات من لقاح  استرازينكا تعادل,very negative,2021-04-29 20:01:05
0.5382836,0.46171638,"خلية الازمة   نحو   الف شخص تلقوا الجرعة الاولى من لقاح كورونا في الاردن
 عاجل  رؤيا الاخباري  الاردن",neutral or mixed,2021-04-29 19:46:04
0.4918344,0.50816554,"خلية الازمة   نحو   الف شخص تلقوا الجرعة الاولى من لقاح كورونا في الاردن

                       
 عاجل",neutral or mixed,2021-04-29 19:40:45
0.9025455,0.09745446599999999,بتحس اللي اخذوا مطعوم        مفكرين حالهم اخذوا ال             خفوا علينا,very negative,2021-04-30 23:28:48
0.9025455,0.09745446599999999,بتحس اللي اخذوا مطعوم        مفكرين حالهم اخذوا ال             خفوا علينا,very negative,2021-04-30 22:54:48
0.7229568000000001,0.27704320000000004,الصحة  امامنا طريقان لا ثالث لهما    ولا اعراض لمن يتلقى مطعوم كورونا وهو مصاب,very negative,2021-04-30 20:45:39
0.95280397,0.04719601599999999,انا برضع طبيعي مطلق وبنتي لسا عمرها   شهور واخدت مطعوم الكورونا  موديرنا,very negative,2021-04-30 18:37:24
0.23953661,0.7604634,اجابات على  بعض الاستفسارات التي تشغل المجتمع  على صفحات التواصل الاجتماعي  وحرص ا منا على توضيحها قمنا باعداد منشو,very positive,2021-04-30 13:14:25
0.8691158000000001,0.13088417,شو هالتوت ر  طب هيه معها شهادة مطعوم  ما بمشوها  انتي بتمش ي,very negative,2021-04-29 20:28:59
0.8709561,0.12904388,سؤال  اذا فحص الكورونا للسفر مطلوب قبل   ساعة وهو فعليا انعمل قبل   ساعة من موعد الاقلاع  بمشوه او لا  مع العلم ا,very negative,2021-04-29 19:52:52
0.743987,0.25601298,خلية الازمة   الزام جميع الموظفين العاملين في القطاع الخاص غير الحاصلين على مطعوم         بعمل فحص       كل يوم سبت وعلى نفق,very negative,2021-04-29 17:17:17
0.9539001,0.04609989,"اي حدا بفكر رح نخلص من الكورونا عن قريب بكون اهبل
و اي حدا بفكر انه الحل بالحظر الغبي هاد و تسكير القطاعات بكون غبي
الحل ان",very negative,2021-04-29 17:04:20
0.5568236,0.44317642,"نسبة السكان المئوية ممن تلقوا جرعة مطعوم واحدة على الاقل حسب بلدان مختارة 
 التطعيم ضد مرض كورونا",negative,2021-04-29 10:13:43
0.848626,0.151374,"السلام عليكم ورحمة الله وبركاته
دكتورنا و شيخنا الحبيب هل تنصح باخذ مطعوم كورونا و هذه امانة عندك ارجو",very negative,2021-04-29 08:00:03
0.9135896000000001,0.086410366,كيف تتصرف بعد حصولك على جرعة مطعوم كورونا كاملة,very negative,2021-04-29 04:51:08
0.5568236,0.44317642,"نسبة السكان المئوية ممن تلقوا جرعة مطعوم واحدة على الاقل حسب بلدان مختارة 
 التطعيم ضد مرض كورونا",negative,2021-04-29 01:42:30
0.9521775,0.04782243,"اي حدا بفكر رح نخلص من الكورونا عن قريب بكون اهبل
و اي حدا بفكر انه الحل بالحظر الغبي هاد و تسكير القطاعات بكون غبي",very negative,2021-04-29 00:03:59
0.8314239,0.16857615,"كيف تتصرف بعد حصولك على جرعة مطعوم كورونا كاملة 
 الاردن اليوم  الاردن",very negative,2021-04-28 20:49:35
0.9248953999999999,0.07510463,في وحدة امها ماخدة مطعوم سينوفارم الصيني ورايحة تسوي عمرة وبس وصلت السعودية مرجعينها لانه اللقاح الصيني بالسعودية م,very negative,2021-04-28 19:51:50
0.9633989,0.036601108,طيب ليش ما بحترمو حرية الناس بس حكومة بتحب تسرق الشعب انا واحد من الناس مش مقتنع مثلا الا بلقاح فايزر,very negative,2021-04-28 19:00:12
0.8215108,0.17848920000000001,اه سجلي بس لا توخذي مطعوم استرازينكا,very negative,2021-04-28 18:56:40
0.669027,0.330973,"مليون مطعوم بثواني 

اقوى من مطعوم ابو مازن

 الغاء حظر ال  
 الاجراءات التخفيفيه",negative,2021-04-28 18:12:55
0.5627375,0.43726245,"الي مش ماخذ مطعوم يصلي برات الباب 
والى ماخذ جرعه بصلي بالصف الاخير 
ابو جرعتين داخل المحراب على المنبر  جائز  
ع ا",negative,2021-04-28 17:06:33
0.9653158000000002,0.034684203999999996,ترا عادي الي عنده واسطه بقدر يوخذ شهاده بلا مطعوم حكومه بتعاقط معاقطه,very negative,2021-04-28 17:01:42
0.8786146,0.12138542,"لانه الموضوع عالمي مش بس بالاردن 
لما بدك تسافر على بلد ما رح تحكي",very negative,2021-04-28 16:47:38
0.9377591999999999,0.06224081,"يا اخي ما بدي اخذ مطعوم حر انا 
مش مقتنع في حر انا اه من جماعة الروس المربعة 
  الاجراءات التخفيفيه",very negative,2021-04-28 15:33:14
0.9000833,0.09991671,انداري والله عاد والله انا كل الناس اللي حولي اخدت المطعوم وناس كبار بالسن كمان بس انا كمان ضد تنزع حقوق م,very negative,2021-04-28 15:23:56
0.9377591999999999,0.06224081,"يا اخي ما بدي اخذ مطعوم حر انا 
مش مقتنع في حر انا اه من جماعة الروس المربعة 
  الاجراءات التخفيفيه",very negative,2021-04-28 15:22:27
