neg_proba,pos_proba,Tweet,sentiment,created_at
0.86771905,0.13228093,كان لازم اخذت اللقاح الصيني ما بتشعر باي شيء شكلو مياه مقطرة,very negative,2021-04-30 10:57:40
0.92566717,0.074332856,الحدث في الربع الاول زيادة في وفيات اللقاح المبلغ عنها,very negative,2021-04-30 08:39:10
0.8218495000000001,0.17815050000000002,ما هي سلالة كورونا الهندية وما مدى خطورتها وما هو اللقاح الفع ال معها,very negative,2021-04-30 08:06:50
0.32625479999999996,0.6737451999999999,سلاله جديده قد تغزو العالم يا ايها العالم عندي لقاحا طبيعيا يحميكم من الكورونا وسلالاته لمن يبادر ويحمي نفسه من,positive,2021-04-30 08:05:52
0.38871595,0.611284,اسرائيل اعلى كيان بالعالم بتوزيع اللقاح على شعبها اصدروا قرار من فترة بعودة الحياة,positive,2021-04-30 02:28:09
0.8409191999999999,0.15908083,خاي اخذو اللقاح,very negative,2021-04-30 01:32:26
0.7231297,0.27687037,ما عارضتش كلامك من الاول لانه كلامك في وجه من الصحة اللقاحات الصينية اقل فاعلية من غيرها لكنها ا,very negative,2021-04-30 00:37:02
0.60189676,0.39810324,والله افضلك ان تاخذي اللقاح وترتاحين,negative,2021-04-30 00:21:36
0.38641790000000004,0.61358213,وبالنسبة لموضوع الجرعة الثالثة يمكن بعد فترة كلنا نحتاج لجرعة ثالثة من اللقاح مهما كان نوعه لتحفيز الاستجابة اكثر,positive,2021-04-29 23:54:32
0.8308030999999999,0.16919687,موضوع الاجسام المضادة تريند اهبل طلعوه الشركات عشان يبيعوا الفحص و الناس تعمل الفحوصات المن,very negative,2021-04-29 23:53:48
0.8289521000000001,0.17104794,اليوم الثاني من تلقي جرعة اللقاح الثانية صداع قوي جد ا وحرارة مرتفعة ما واجهني هيك اعراض في الجرعة الاولى اللهم نسا,very negative,2021-04-29 23:05:39
0.66113293,0.3388671,اليوم الثاني من تلقي جرعة اللقاح الثانية صداع قوي جد ا وحرارة مرتفعة ما واجهني هيك اعراض في الجرعة الاولى اللهم نسالك العافية,negative,2021-04-29 23:02:29
0.9002959,0.09970409400000001,اخذت لقاح استرازينيكا على الرغن من عزوف كثير ناس عنو بسبب الكلام اللي طالع عليه وانتشار الاشاعات والاخبار الغلط عنو,very negative,2021-04-29 21:59:37
0.06294881,0.93705124,افتتاح المركز الخامس لاعطاء اللقاح دون النزول من السيارة الاردن جريدة الدستور الاردنية,very positive,2021-04-29 21:31:44
0.92629457,0.07370541,ليش ما يكون بين المقترحات التحفيزية للحصول على اللقاح بنودا لا تحمل التضييق مثل خصم على مشتريات المؤسسات المدني,very negative,2021-04-29 20:58:03
0.8398249,0.16017511,مش الي بسال بصراحة اللقاح ولا العدم,very negative,2021-04-29 20:42:48
0.90286994,0.09713002,احد الاصدقاء اصيب ب كورونا بعد اخذ الجرعة الاولى من اللقاح لماذا حدث هذا,very negative,2021-04-29 20:08:34
0.87888634,0.12111362,هل سنجدد اللقاحات سنويا وهل فيه داعي اخذ اللقاح طالما اصبت سابق ا وتعافيت ومتى زيد السمكري كورونا,very negative,2021-04-29 20:03:14
0.75757957,0.24242042,زيت قزحة الف سلامة عليها ودير بالك لانك ماخد اللقاح جديد,very negative,2021-04-29 19:40:26
0.54659975,0.45340025,الاردن خامس مركز لاعطاء اللقاح داخل السيارة السوسنة,neutral or mixed,2021-04-29 19:28:34
0.09403606,0.9059639000000002,عاجل خلية الازمة شخصا تلقوا الجرعة الاولى من اللقاح,very positive,2021-04-29 19:27:15
0.84019786,0.1598021,يمكن ما اخد اللقاح,very negative,2021-04-29 18:37:05
0.057058077,0.9429419,افتتاح المركز الخامس لاعطاء اللقاح دون النزول من السيارة,very positive,2021-04-29 17:33:44
0.39304290000000003,0.60695714,تركيا تشتري مليون جرعة من اللقاح الروسي سبوتنيك في فلسطين جريدة القدس عاجل,positive,2021-04-29 17:30:00
0.22678977,0.7732102,نحو الف شخص تلقوا اللقاح بالزرقاء,very positive,2021-04-29 17:10:50
0.7203479,0.27965212,هاد الشي كان متوقع وهيك قرارات هي الوحيدة الي بتخلي الى خايف يصير قرد ياخد اللقاح ويفكنا من القرف الى عايشينه,very negative,2021-04-29 17:00:47
0.6897555000000001,0.31024453,انا قايلك تجمع العلم كله انا بحكيلك عن جزئية اللقاح الي سممت حالك فيه يزم التحليلات العبقرية للاطباء ه,negative,2021-04-29 16:41:44
0.8402546000000001,0.15974534,مثل وزيرنا بالزبط لي حط التقصير لي من حكومته على مافيات اللقاح بالعالم,very negative,2021-04-29 16:24:59
0.29173687,0.70826316,اجمع مختصون وخبراء في الشان العم الي والاقتصادي على ان الاجراءات والتوصيات التحفيزية التي اعلن عنها المركز الوطني للام,very positive,2021-04-29 14:51:50
0.76234806,0.23765196,انا رح اتوكل في كل عمل بعمل الى الله ولكن ما دمت بمارس الرياضه واكلي صحي وهيك شي احتمال الاصابه قليل وما دمت,very negative,2021-04-29 14:09:57
0.8203828000000001,0.17961726,انا رح اتوكل في كل عمل بعمل الى الله ولكن ما دمت بمارس الرياضه واكلي صحي وهيك شي احتمال الاصابه قليل و,very negative,2021-04-29 14:06:32
0.34900647,0.6509936,صح كلامك انا مو منكر اي مرض او اي شي من عند الله لانه انكار ما ياتي من الله كفر وانا لن اتجراء وانكر و,positive,2021-04-29 14:00:23
0.89346164,0.106538326,انا رح احاول قدر الامكان ما اوخذ اللقاح مو ل اي سبب اولا الله قال وما كنا معذبيهم وهم يستغفرون ثانيا ع,very negative,2021-04-29 13:39:00
0.975159,0.024841012000000003,الناس ما بتعرف انه تعداد سكان الهند بليون و ثلاثمئة و ستين مليون نسمة ففعليا شبه مستحيل انتاج كميات كافية من اللقاح بوقت سريع,very negative,2021-04-29 13:36:38
0.8964866,0.10351346,ليش ما يكون بين المقترحات التحفيزية للحصول على اللقاح بنودا لا تحمل التضييق مثل خصم على مشتريات المؤسسات الم,very negative,2021-04-29 12:56:42
0.9703221,0.029677912999999997,اللقاح هو الحل للي احنا فيه سجل وخوذ اللقاح او رح نضل عايشين بالقرف هذا,very negative,2021-04-29 11:39:41
0.73355556,0.26644447,كل الدنيا بتقلك اللقاحات هي الطريق للخروج من الازمة واي مخاطر تم اثبات انها قليلة وانت يا بني ادم قاعد بتجاكر بال,very negative,2021-04-29 11:01:44
0.22266054,0.7773395000000001,اجمع مختصون وخبراء في الشان العم الي والاقتصادي على ان الاجراءات والتوصيات التحفيزية التي اعلن عنها المركز الوطني,very positive,2021-04-29 10:45:57
0.8816533999999999,0.11834653,البلبيسي اللقاح لن يكون اجباريا ويتوقع موجة ثالثة لكورونا التفاصيل الاردن عمان نت اللقاح,very negative,2021-04-29 10:45:25
0.59878373,0.40121624,فيما ي عالج في مراكز واقسام كورونا في المستشفيات في الضفة الغربية مريضا وفيما يخص المواطنين الذين تلقوا الط,negative,2021-04-29 10:37:35
0.43779105,0.5622090000000001,اوضح بايدن ان اكثر من مليون اميركي تلقوا اللقاح ضد فيروس كورونا خلال ال يوم من رئاسته,positive,2021-04-29 10:31:18
0.5718903000000001,0.4281097,انا مع انو يكون اللقاح اجباري وكلامي هذا لهدف اسمى وهو انو بشهر سبعة نرجع لحياتنا الطبيعية وتفتح الدنيا ونقدر نعيش,negative,2021-04-29 10:02:33
0.9160391,0.08396084599999999,عدد السكان مليون تقريبا من الشعب الاردني اذا مش اكثر انصابو اصلا بالفيروس والباقي عم بتلقو اللقاح,very negative,2021-04-29 10:02:32
0.77714217,0.22285779,بالزبط هاد البحكي فيه مابصير يجبروا الناس بهالطريقه الهمجيه واللي ومابياخده بيكون بسجن يعني بنهوا,very negative,2021-04-29 09:59:25
0.80070114,0.19929887,انا كنت افكر زيك بس مش بالضرورة اللي بصير في الهند يصير عنا الامور فالتة عندهم كانت وما قدرو يعملو ك,very negative,2021-04-29 09:51:26
0.74277043,0.25722957,اذا الجماعة لسا ناويين ومصرين على ما يبدو انهم يفتحو البلد بشهر سبعة صيف امن وبكل ثقة بقولو في مطاعم كافية لهذا ا,very negative,2021-04-29 09:48:00
0.8095484000000001,0.19045162,الحدث مسؤول صحي لبناني عملية توزيع اللقاح ستكون معركة شاقة,very negative,2021-04-29 09:23:17
0.7032934000000001,0.2967066,طلع ما عندها مشكلة من اللقاح عندها مرض مناعة ذاتية,very negative,2021-04-29 08:59:40
0.9642474,0.03575265,توزيع اللقاح معركة شاقة في لبنان,very negative,2021-04-29 08:49:48
0.32297015,0.67702985,مليون اميركي تلقوا اللقاح في مائة يوم,positive,2021-04-29 08:49:12
0.5284763000000001,0.47152373,مليون اميركي تلقوا اللقاح في مائة يوم اميركا خبرني,neutral or mixed,2021-04-29 08:15:39
0.925644,0.07435606,توزيع اللقاح معركة شاقة في لبنان خبرني,very negative,2021-04-29 08:08:45
0.6874157,0.3125843,يا ايها الهنود اناديكم لكي تنقذوا انفسكم ما عليكم الا اخذ اللقاح الطبيعي الذي يخرجكم من الفيروس ويخرج العالم باسر,negative,2021-04-29 07:15:10
0.98596406,0.014035911000000002,حاربتوا الشعب بمصدر رزقه مقابل المطعوم ممكن نتقب لها بس انه ما يكون في خطة معتمدة لانجاح عملية اعطاء اللقاحات لملايين م,very negative,2021-04-29 06:50:25
0.91502553,0.08497446,استياء من تخلف اكثر من الف مواطن عن تلقي اللقاح الوكيل الاخباري الوكيل الاخباري,very negative,2021-04-29 06:41:50
0.9084421999999999,0.0915578,عاجل استياء من تخلف اكثر من الف مواطن عن تلقي اللقاح الوكيل الاخباري,very negative,2021-04-29 06:02:43
0.8038721,0.19612794,بالسلامة ا احمد ادعوك للتفاؤل انا عملت الفحص مرات واخذت اللقاح منتصف مارس الجرعة الثانية والان مصاب,very negative,2021-04-29 05:24:13
0.67552024,0.32447976,طيب انت كطبيب عملت دراسه خاصه فيك او حاولت تعرف بنفسك مكونات اللقاح ولا بس مجرد ناقل من مواقع طبيه سهر,negative,2021-04-29 04:49:37
0.7896085,0.21039148,ذنب اي حد مانامش في رقبة البنت واي حد اترعب في رقبة البنت طب وهو ايه الجديد اللي قالته البنت عن اي حاجه بتتقال يومي,very negative,2021-04-29 02:03:18
0.98266935,0.017330633,توصيات لجنة الاوبئة غير دستورية وغير انسانية انا عندي اجسام مضادة بنسبة يعني اكثر من ناس اخذت اللقاح على اي اسا,very negative,2021-04-29 02:00:34
0.9094638,0.09053613,لا طبعا الصين غير مسيطرة فحص بالمطارات التزام بالكمامة نسبة لقاح اعلى فيش مقارنة,very negative,2021-04-30 23:41:45
0.9718198,0.02818015,هل تكفي جرعة لقاح واحدة لتحصين المتعافين من كورونا,very negative,2021-04-30 22:31:39
0.33744895,0.66255105,منظمة الصحة العالمية تمنح لقاح موديرنا ترخيص الاستخدام الطارئ,positive,2021-04-30 21:57:36
0.46960968,0.5303903,استرازينيكا قدمنا مليون جرعة لقاح ضد كورونا في الربع الاول من,neutral or mixed,2021-04-30 21:51:14
0.56568044,0.4343196,منظمة الصحة العالمية تمنح لقاح موديرنا ترخيص الاستخدام الطارئ صحيفة الراي الاردن الصحة العالمية عاجل,negative,2021-04-30 21:40:38
0.6613821999999999,0.33861777,البلبيسي الاجسام المضادة ليس هي المناعة الوحيدة التي يكونها لقاح كورونا,negative,2021-04-30 19:56:07
0.5165844,0.4834156,فايزر تسعى ترخيص استخدام لقاح كورونا على الاطفال الاردن جريدة الدستور الاردنية,neutral or mixed,2021-04-30 17:40:23
0.69234455,0.30765545,فايزر تتجه لترخيص لقاح كورونا للاطفال السوسنة,negative,2021-04-30 17:16:27
0.35494462,0.6450554000000001,فايزر تسعى ترخيص استخدام لقاح كورونا على الاطفال رؤيا الاخباري فايزر لقاح كورونا الاطفال عاجل,positive,2021-04-30 17:08:13
0.5966871,0.40331292,فايزر تتجه لترخيص لقاح كورونا للاطفال,negative,2021-04-30 16:56:07
0.15493144,0.8450686,عاجل البلبيسي لرؤيا الاجسام المضادة ليس هي المناعة الوحيدة التي يكونها لقاح كورونا فيديو رؤيا الاخباري,very positive,2021-04-30 16:14:28
0.12633461,0.87366533,عاجل فايزر نحو ترخيص لقاح كورونا على الاطفال صحيفة الراي,very positive,2021-04-30 16:09:05
0.9263494000000001,0.07365057,دكتور شو رايك بقرار السعوديه عدم السماح لمتلقي لقاح سينوفارم من دخول اراضيها والسماح لمتلقي استرازينيكا وفايزر,very negative,2021-04-30 16:05:23
0.07797803,0.9220219000000001,روسيا تنتج اول دفعة من لقاح كوفيد للحيوانات صحيفة الراي,very positive,2021-04-30 16:01:04
0.03504636,0.9649536,الحدث الصحة تستلم الف جرعة من لقاح سبوتنيك مقدمة من الشيشان,very positive,2021-04-30 15:17:36
0.5261769000000001,0.4738231,اخر مستجدات لقاح كورونا مع الدكتور محمد حسن الطراونه ضمن برنامج قهوة الص,neutral or mixed,2021-04-30 14:57:11
0.13946459,0.86053544,الصحة تسلمنا الف جرعة من لقاح سبوتنيك من الشيشاني كورونا عاجل,very positive,2021-04-30 14:29:12
0.90276295,0.097237,ستة اسئلة حول التحديات التي تؤخر عملية تلقيح سكان الكرة الارضية رغم توافر التكنولوجيا والمعرفة العلمية والبنية الص,very negative,2021-04-30 14:23:05
0.37397826,0.6260218000000001,استرازينيكا ضاعفت ارباحها الصافية في الربع الاول ومبيعات لقاحها بلغت مليون دولار الاردن كورونا لقاح كورونا,positive,2021-04-30 13:44:36
0.48071295,0.51928705,عاجل الصحة توضح حول اعراض تلقي لقاح كورونا للمصابين بالفيروس,neutral or mixed,2021-04-30 12:38:38
0.51176184,0.48823816,الصحة توضح حول اعراض تلقي لقاح كورونا للمصابين بالفيروس الاردن جريدة الدستور الاردنية,neutral or mixed,2021-04-30 12:30:20
0.6073098000000001,0.39269012,الصحة توضح حول اعراض تلقي لقاح كورونا للمصابين بالفيروس,negative,2021-04-30 12:20:06
0.7644297,0.23557034,احنا عندنا في الوقاية لقاح استرازينيكا ولقاح صيني سينوفارم,very negative,2021-04-30 10:53:14
0.82743245,0.17256749,سؤال استاذ عبد العزيز ماهو نوع لقاح لي عملته,very negative,2021-04-30 10:33:46
0.32256275,0.67743725,عندما تستمع لصوت العقل وتقتنع بان الوباء قاتل ولا يف رق بين السيد والعامي اخذك للقاح هو امر جيد وسيشجع اتباعك ايض,positive,2021-04-30 09:49:52
0.16620232,0.83379763,نحو الف شخص تلقوا الجرعة الاولى من لقاح كورونا,very positive,2021-04-30 06:40:03
0.52873605,0.47126395,باحثون جرعة لقاح واحدة قد تكفي لتحصين المتعافين من كورونا,neutral or mixed,2021-04-30 02:28:13
0.30800209999999995,0.69199795,خبر زائف وغير مدعم بالحقائق الصحي ة المثبتة حول وفاة متلقي لقاح كورونا في الخريف اقرا تحقق مسبار,positive,2021-04-29 23:15:19
0.6309534000000001,0.36904663,نحو الف شخص تلقوا الجرعة الاولى من لقاح كورونا اخبار الاردن الاردن عمان,negative,2021-04-29 22:29:54
0.6949491999999999,0.30505076,حالة اصابة جديدة بالجلطات في بريطانيا بعد لقاح استرا زينيكا,negative,2021-04-29 22:25:21
0.48770097,0.51229906,لا مش هيك بس في ناس ممكن تحتاج جرعة ثالثة لحماية كاملة و اعلى و غالبا لدى كبار السن لكن هو لقاح جيد و فعال,neutral or mixed,2021-04-29 22:16:43
0.5759310999999999,0.42406887,موديرنا ستوظف استثمارات لانتاج مليارات جرعة من لقاح كورونا في,negative,2021-04-29 20:49:39
0.12637751,0.8736225000000001,خلية الازمة شخصا تلقوا الجرعة الاولى من لقاح كورونا,very positive,2021-04-29 20:48:03
0.70594794,0.29405206,عاجل بريطانيا حالة اصابة جديدة بجلطات دموية بعد تلقي لقاح استرازينيكا,very negative,2021-04-29 20:28:48
0.075338624,0.92466134,تلقي نحو الف شخص الجرعة الاولى من لقاح كورونا في الاردن الاردن اليوم الاردن,very positive,2021-04-29 20:24:58
0.07949964,0.92050034,الفا و شخصا تلقوا الجرعة الاولى من لقاح كورونا في الاردن عاجل,very positive,2021-04-29 20:17:05
0.7569115,0.24308854,نسبة التجلطات من لقاح استرازينكا تعادل,very negative,2021-04-29 20:01:05
0.6933454000000001,0.3066546,خلية الازمة نحو الف شخص تلقوا الجرعة الاولى من لقاح كورونا في الاردن عاجل رؤيا الاخباري الاردن,negative,2021-04-29 19:46:04
0.40559903,0.5944010000000001,خلية الازمة نحو الف شخص تلقوا الجرعة الاولى من لقاح كورونا في الاردن عاجل,positive,2021-04-29 19:40:45
0.734496,0.26550403,بتحس اللي اخذوا مطعوم مفكرين حالهم اخذوا ال خفوا علينا,very negative,2021-04-30 23:28:48
0.9264513000000001,0.07354872,الصحة امامنا طريقان لا ثالث لهما ولا اعراض لمن يتلقى مطعوم كورونا وهو مصاب,very negative,2021-04-30 20:45:39
0.82989496,0.17010501,انا برضع طبيعي مطلق وبنتي لسا عمرها شهور واخدت مطعوم الكورونا موديرنا,very negative,2021-04-30 18:37:24
0.59416175,0.40583825,اجابات على بعض الاستفسارات التي تشغل المجتمع على صفحات التواصل الاجتماعي وحرص ا منا على توضيحها قمنا باعداد منشو,negative,2021-04-30 13:14:25
0.83149165,0.16850834,شو هالتوت ر طب هيه معها شهادة مطعوم ما بمشوها انتي بتمش ي,very negative,2021-04-29 20:28:59
0.9209700999999999,0.0790299,سؤال اذا فحص الكورونا للسفر مطلوب قبل ساعة وهو فعليا انعمل قبل ساعة من موعد الاقلاع بمشوه او لا مع العلم ا,very negative,2021-04-29 19:52:52
0.86414623,0.13585378,خلية الازمة الزام جميع الموظفين العاملين في القطاع الخاص غير الحاصلين على مطعوم بعمل فحص كل يوم سبت وعلى نفق,very negative,2021-04-29 17:17:17
0.9665286,0.03347145,اي حدا بفكر رح نخلص من الكورونا عن قريب بكون اهبل و اي حدا بفكر انه الحل بالحظر الغبي هاد و تسكير القطاعات بكون غبي الحل ان,very negative,2021-04-29 17:04:20
0.37813506,0.6218649,نسبة السكان المئوية ممن تلقوا جرعة مطعوم واحدة على الاقل حسب بلدان مختارة التطعيم ضد مرض كورونا,positive,2021-04-29 10:13:43
0.7629172,0.23708278,السلام عليكم ورحمة الله وبركاته دكتورنا و شيخنا الحبيب هل تنصح باخذ مطعوم كورونا و هذه امانة عندك ارجو,very negative,2021-04-29 08:00:03
0.77856195,0.22143807,كيف تتصرف بعد حصولك على جرعة مطعوم كورونا كاملة,very negative,2021-04-29 04:51:08
0.9695665000000001,0.030433439,اي حدا بفكر رح نخلص من الكورونا عن قريب بكون اهبل و اي حدا بفكر انه الحل بالحظر الغبي هاد و تسكير القطاعات بكون غبي,very negative,2021-04-29 00:03:59
0.76636595,0.23363407,كيف تتصرف بعد حصولك على جرعة مطعوم كورونا كاملة الاردن اليوم الاردن,very negative,2021-04-28 20:49:35
0.92083573,0.07916425,في وحدة امها ماخدة مطعوم سينوفارم الصيني ورايحة تسوي عمرة وبس وصلت السعودية مرجعينها لانه اللقاح الصيني بالسعودية م,very negative,2021-04-28 19:51:50
0.9813896000000001,0.018610416,طيب ليش ما بحترمو حرية الناس بس حكومة بتحب تسرق الشعب انا واحد من الناس مش مقتنع مثلا الا بلقاح فايزر,very negative,2021-04-28 19:00:12
0.81584126,0.18415873,اه سجلي بس لا توخذي مطعوم استرازينكا,very negative,2021-04-28 18:56:40
0.7775814,0.22241860000000002,مليون مطعوم بثواني اقوى من مطعوم ابو مازن الغاء حظر ال الاجراءات التخفيفيه,very negative,2021-04-28 18:12:55
0.5128462,0.48715383,الي مش ماخذ مطعوم يصلي برات الباب والى ماخذ جرعه بصلي بالصف الاخير ابو جرعتين داخل المحراب على المنبر جائز ع ا,neutral or mixed,2021-04-28 17:06:33
0.8248764999999999,0.1751235,ترا عادي الي عنده واسطه بقدر يوخذ شهاده بلا مطعوم حكومه بتعاقط معاقطه,very negative,2021-04-28 17:01:42
0.82558954,0.17441043,لانه الموضوع عالمي مش بس بالاردن لما بدك تسافر على بلد ما رح تحكي,very negative,2021-04-28 16:47:38
0.919984,0.08001608,يا اخي ما بدي اخذ مطعوم حر انا مش مقتنع في حر انا اه من جماعة الروس المربعة الاجراءات التخفيفيه,very negative,2021-04-28 15:33:14
0.81015396,0.18984605,انداري والله عاد والله انا كل الناس اللي حولي اخدت المطعوم وناس كبار بالسن كمان بس انا كمان ضد تنزع حقوق م,very negative,2021-04-28 15:23:56
0.8429589,0.15704103,مهو دانا الحكومة بتشحد مطاعيم شحدة والحكومة اي حدا عندو حساسية ما طلعلو دور الحامل اللي برا بوصى يعطوها عن,very negative,2021-04-28 15:15:52
0.7729343000000001,0.22706574,الهواري الف تخلفوا عن اخذ مطعوم الجرعة الاولى بترا عاجل بترا الاردن مع الاردن الاردن اولا مئوية الدولة,very negative,2021-04-28 14:16:07
0.24608707,0.7539129,اخوي محمد جمال صادق السلايمه سنة ياخذ الجرعة الثانية من مطعوم فايزر ضد فايروس كورونا قبل قليل في المدينة الرياض,very positive,2021-04-28 14:01:44
0.9583940000000001,0.041605968,اليوم موعدي للجرعه الثانيه المؤجله من مطعوم فايزر مركز صحي الفحيص وصلت الساعه واحده و خمسين دقيقه مو,very negative,2021-04-28 13:58:09
0.8123446999999999,0.18765533,انا بالنسبه الي مو مقتنعه بالمطعوم يعني ماحدا بعرف شو الاعراض تاعته واي مطعوم بده سنين تجربه,very negative,2021-04-28 13:41:03
0.80428004,0.19571994,اليوم اكلتلك مطعوم الجرعة الثانية من كوفيد,very negative,2021-04-28 12:57:28
0.8799214,0.12007865,خلية الازمة يشترط للحصول على تصاريح الحظر الجزئي والشامل اخذ مطعوم جرعه اولى كاحد ادنى اعتبارا من حزيران,very negative,2021-04-28 12:46:13
0.6579498,0.34205019999999997,عاجل الصحة تعمم تزويدها باسماء كوادرها الذين لم يتلقوا مطعوم كورونا الاردن الصحة لقاح كورونا جائحة كورونا,negative,2021-04-28 12:34:21
0.64375097,0.356249,محمد مليون او مليون او حتى مليون الف الرقم مش مهم ما دامك ما غطيت جميع المواطني,negative,2021-04-28 12:30:03
0.8576655000000001,0.14233452,علاج الكورونا بصير ع حسابي الشخصي ولو التطبيق لبعد سنة ما بطلع لحد يجبر حد ياخد مطعوم بالاضافة ان,very negative,2021-04-28 11:55:09
0.40866473,0.5913353,لن نتغلب على الوباء دون مطعوم هذا واضح لكل من يتابع الوضع الوبائي في البلدان المتصدرة بنسب التطعيم على الجميع التسجيل لتلقي ا,positive,2021-04-28 11:49:10
0.9405501000000001,0.05944997,انا مش فاهمة كيف بحطو هيك قرارات و الشعب الي مسجل اصلا لهلا ما اعطوه مطعوم,very negative,2021-04-28 11:47:31
0.8132451999999999,0.18675478,مطعوم تطعيم كله واحد اخريتني انا اطعمهم,very negative,2021-04-28 11:45:25
0.89265573,0.107344255,طيب شو بالنسبة للي مناعتهم ما بتسمحلهم ياخدو المطعوم شو بالنسبه للناس الي عندهم حالات مرضيه و ما رح يقدرو ياخدوه,very negative,2021-04-28 11:43:54
0.4970378,0.50296223,لن نتغلب على الوباء دون مطعوم هذا واضح لكل من يتابع الوضع الوبائي في البلدان المتصدرة بنسب التطعيم على الجميع التس,neutral or mixed,2021-04-28 11:42:46
0.9337518,0.06624813,يعني كل هالاجراءات مشان نوخذ المطعوم و هو من الاصل الدولة فش عندها مطعوم كافي,very negative,2021-04-28 11:41:15
0.507212,0.49278802,خذو مطعوم او جاييلكو حظررررررررررررر مرتب,neutral or mixed,2021-04-28 11:23:29
0.6637982,0.33620182,وزارة الصحة تطلب من المستشفيات تزويدها باعداد الكوادر الصحية العاملة لديها والتي لم تتلق مطعوم كورونا لغاية اللحظة عاجل صحيفة,negative,2021-04-28 11:06:43
0.40231344,0.5976866,وزارة الصحة تطلب من المستشفيات تزويدها باعداد الكوادر الصحية العاملة لديها والتي لم تتلق مطعوم كورونا لغاية اللحظة عاجل صحيفة الراي,positive,2021-04-28 11:05:05
